prompt,price,firstl,midl,lastl
" This House has an area of 3450 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. It also comes with a basement. The house is unfurnished and comes with facilities like ,  along with 2 parking slots. What is the price of this house?",3395000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.12451172  0.03588867  0.05273438 ...  0.11669922 -0.08886719
  -0.015625  ]]","[[ 4.         -0.6484375   2.328125   ...  1.671875    0.41210938
   0.18457031]]"
" This House has an area of 3640 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3395000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.1484375   0.05395508  0.04394531 ...  0.11816406 -0.06396484
  -0.02062988]]","[[ 4.1875     -0.40625     2.171875   ...  2.3125      0.75390625
   0.0559082 ]]"
" This House has an area of 3500 sqft. It has 4 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is unfurnished and comes with facilities like , air conditioning along with 2 parking slots. What is the price of this house?",3360000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13378906  0.05859375  0.03955078 ...  0.12597656 -0.07861328
  -0.00744629]]",[[4.21875    0.24804688 2.375      ... 2.28125    0.63671875 0.25976562]]
" This House has an area of 4960 sqft. It has 4 bedrooms and 1 bathrooms . It is a 3 storey house . The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3360000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.14941406  0.08251953  0.05249023 ...  0.09960938 -0.0390625
  -0.01196289]]",[[ 4.21875   -0.5703125  1.8515625 ...  2.515625   1.1953125 -0.3203125]]
" This House has an area of 4120 sqft. It has 2 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3360000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13378906  0.04907227  0.04956055 ...  0.1171875  -0.0703125
  -0.02648926]]","[[ 4.125      -0.484375    1.9296875  ...  2.515625    0.9453125
   0.04907227]]"
" This House has an area of 4750 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3360000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13964844  0.04736328  0.04882812 ...  0.125      -0.06933594
  -0.02355957]]","[[ 4.03125    -0.47265625  1.9765625  ...  2.421875    1.0546875
   0.00610352]]"
" This House has an area of 3720 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house . The house is unfurnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",3360000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.15136719  0.07226562  0.03857422 ...  0.10351562 -0.03857422
  -0.00683594]]","[[ 4.09375    -0.38867188  1.9140625  ...  2.46875     1.2890625
  -0.25195312]]"
" This House has an area of 3750 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3360000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.140625    0.0546875   0.04296875 ...  0.12695312 -0.07324219
  -0.02355957]]","[[ 4.09375    -0.35742188  2.015625   ...  2.40625     1.0078125
   0.09228516]]"
" This House has an area of 3100 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house . It also comes with a basement. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3360000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.15527344  0.04760742  0.08300781 ...  0.10839844 -0.05444336
  -0.01831055]]","[[ 4.03125    -0.81640625  1.9140625  ...  2.515625    1.2265625
  -0.24316406]]"
" This House has an area of 3185 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. It also comes with a basement. The house is furnished and comes with facilities like ,  along with 2 parking slots. What is the price of this house?",3360000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13476562  0.02880859  0.05932617 ...  0.10546875 -0.08300781
  -0.01721191]]","[[ 3.96875    -0.75390625  2.53125    ...  1.203125    0.19140625
   0.24707031]]"
" This House has an area of 2700 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house . The house is furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3353000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.15820312  0.06933594  0.04614258 ...  0.12451172 -0.05151367
  -0.01489258]]","[[ 4.40625    -0.1796875   2.28125    ...  2.59375     0.96875
  -0.13183594]]"
" This House has an area of 2145 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. It also comes with a basement. The house is furnished and comes with facilities like ,  along with 0 parking slots. It is located in a preferred area. What is the price of this house?",3332000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13671875  0.02490234  0.08300781 ...  0.12353516 -0.09082031
  -0.04077148]]","[[ 3.625      -1.3359375   1.8046875  ...  2.65625     0.79296875
  -0.16210938]]"
" This House has an area of 4040 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",3325000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13183594  0.04467773  0.04833984 ...  0.12402344 -0.08496094
  -0.01916504]]","[[ 4.09375    -0.35546875  2.03125    ...  2.1875      0.8515625
   0.20898438]]"
" This House has an area of 4775 sqft. It has 4 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3325000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13378906  0.0534668   0.05029297 ...  0.12158203 -0.06640625
  -0.02880859]]","[[ 4.03125    -0.515625    1.8125     ...  2.5         0.98828125
   0.02453613]]"
" This House has an area of 2500 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house . The house is unfurnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",3290000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.15429688  0.07910156  0.02880859 ...  0.11425781 -0.05151367
   0.01074219]]","[[ 4.1875      0.14160156  2.25       ...  2.328125    1.0625
  -0.07373047]]"
" This House has an area of 3180 sqft. It has 4 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. It also comes with a basement. The house is unfurnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",3290000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13085938  0.03491211  0.06542969 ...  0.11474609 -0.07080078
  -0.02258301]]","[[ 3.96875    -0.953125    1.9375     ...  2.390625    0.84375
   0.04199219]]"
" This House has an area of 6060 sqft. It has 3 bedrooms and 1 bathrooms along with a guest room. It is a 1 storey house on the mainroad. It also comes with a basement. The house is furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3290000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.1484375   0.06347656  0.04638672 ...  0.09228516 -0.07226562
  -0.02148438]]","[[ 4.3125     -0.61328125  2.21875    ...  2.078125    0.62890625
   0.18457031]]"
" This House has an area of 3480 sqft. It has 4 bedrooms and 1 bathrooms . It is a 2 storey house . The house is semi-furnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",3290000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.15039062  0.08007812  0.05737305 ...  0.10546875 -0.04736328
  -0.01379395]]","[[ 4.28125    -0.3984375   2.         ...  2.5         1.0859375
  -0.14160156]]"
" This House has an area of 3792 sqft. It has 4 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3290000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.1328125   0.05249023  0.07177734 ...  0.11816406 -0.05810547
  -0.02758789]]",[[ 4.0625    -0.8359375  1.671875  ...  2.609375   1.2578125 -0.1875   ]]
" This House has an area of 4040 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3290000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13867188  0.04272461  0.04833984 ...  0.125      -0.07617188
  -0.02441406]]","[[ 4.125      -0.55859375  1.953125   ...  2.40625     1.078125
   0.03662109]]"
" This House has an area of 2145 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. It also comes with a basement. The house is furnished and comes with facilities like ,  along with 0 parking slots. It is located in a preferred area. What is the price of this house?",3290000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13671875  0.02490234  0.08300781 ...  0.12353516 -0.09082031
  -0.04077148]]","[[ 3.625      -1.3359375   1.8046875  ...  2.65625     0.79296875
  -0.16210938]]"
" This House has an area of 5880 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",3290000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.12890625  0.05249023  0.04296875 ...  0.12109375 -0.08056641
  -0.02099609]]","[[ 4.125      -0.25585938  2.125      ...  2.140625    0.73828125
   0.14746094]]"
" This House has an area of 4500 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house . The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3255000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.15332031  0.0703125   0.0559082  ...  0.11816406 -0.04394531
  -0.01025391]]","[[ 4.15625    -0.47070312  2.015625   ...  2.671875    1.28125
  -0.20996094]]"
" This House has an area of 3930 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house . The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3255000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.1484375   0.07128906  0.04101562 ...  0.10742188 -0.04248047
  -0.01342773]]","[[ 4.15625    -0.45507812  1.7734375  ...  2.5625      1.2890625
  -0.18457031]]"
" This House has an area of 3640 sqft. It has 4 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. It also comes with a basement. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3234000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13085938  0.03320312  0.06347656 ...  0.11914062 -0.07177734
  -0.03149414]]","[[ 3.984375   -1.0703125   1.8828125  ...  2.4375      0.875
   0.04858398]]"
" This House has an area of 4370 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3220000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.1328125   0.05297852  0.05078125 ...  0.11767578 -0.06933594
  -0.02905273]]","[[ 4.09375    -0.5078125   1.8671875  ...  2.515625    1.0390625
  -0.01831055]]"
" This House has an area of 2684 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like , air conditioning along with 1 parking slots. What is the price of this house?",3220000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.12890625  0.05639648  0.04833984 ...  0.11181641 -0.06738281
  -0.00683594]]","[[ 4.09375    -0.3203125   2.1875     ...  2.125       0.90625
   0.12792969]]"
" This House has an area of 4320 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house . The house is unfurnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",3220000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.14355469  0.08203125  0.02832031 ...  0.10546875 -0.0625
  -0.00854492]]","[[ 4.28125    -0.13574219  2.15625    ...  2.125       0.88671875
  -0.09960938]]"
" This House has an area of 3120 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house . The house is furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3220000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.15722656  0.07470703  0.04174805 ...  0.11230469 -0.05175781
  -0.01501465]]","[[ 4.5        -0.28125     2.21875    ...  2.59375     0.8984375
  -0.19433594]]"
" This House has an area of 3450 sqft. It has 1 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3150000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.14453125  0.04956055  0.05151367 ...  0.12158203 -0.06591797
  -0.0201416 ]]","[[ 4.15625    -0.41601562  2.296875   ...  2.375       0.80859375
  -0.06225586]]"
" This House has an area of 3986 sqft. It has 2 bedrooms and 2 bathrooms along with a guest room. It is a 1 storey house . It also comes with a basement. The house is unfurnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",3150000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.15234375  0.07324219  0.04199219 ...  0.07373047 -0.05615234
  -0.00732422]]","[[ 4.28125    -0.64453125  1.984375   ...  2.03125     0.78515625
   0.17578125]]"
" This House has an area of 3500 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house . It also comes with a basement. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3150000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.15039062  0.0402832   0.07568359 ...  0.11816406 -0.05249023
  -0.01623535]]","[[ 3.9375     -0.90234375  1.9765625  ...  2.640625    1.328125
  -0.18261719]]"
" This House has an area of 4095 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 2 parking slots. What is the price of this house?",3150000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.12695312  0.05908203  0.05615234 ...  0.09863281 -0.06982422
  -0.0123291 ]]","[[ 4.21875    -0.33789062  2.21875    ...  2.03125     0.671875
   0.07421875]]"
" This House has an area of 1650 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house . It also comes with a basement. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3150000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.14355469  0.05517578  0.06347656 ...  0.11132812 -0.05908203
  -0.01611328]]","[[ 4.0625     -0.58203125  1.9765625  ...  2.515625    1.078125
  -0.11621094]]"
" This House has an area of 3450 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. It also comes with a basement. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3150000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.12890625  0.02856445  0.08691406 ...  0.12353516 -0.06396484
  -0.02978516]]","[[ 3.875      -1.125       1.875      ...  2.546875    1.09375
  -0.14453125]]"
" This House has an area of 6750 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3150000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13574219  0.04394531  0.06787109 ...  0.12597656 -0.05834961
  -0.02563477]]","[[ 4.0625     -0.78125     1.8984375  ...  2.578125    1.140625
  -0.12792969]]"
" This House has an area of 9000 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 2 parking slots. What is the price of this house?",3150000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.12597656  0.05786133  0.05981445 ...  0.14160156 -0.06640625
  -0.02490234]]",[[4.21875    0.12695312 2.234375   ... 2.453125   0.7265625  0.10644531]]
" This House has an area of 3069 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",3150000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.12890625  0.05419922  0.046875   ...  0.11523438 -0.07568359
  -0.01269531]]","[[ 4.125      -0.29492188  2.09375    ...  2.171875    0.82421875
   0.13476562]]"
" This House has an area of 4500 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is unfurnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",3143000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13671875  0.06738281  0.04736328 ...  0.12207031 -0.06884766
  -0.00842285]]","[[ 4.125      -0.03149414  2.140625   ...  2.453125    0.8359375
   0.171875  ]]"
" This House has an area of 5495 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. It also comes with a basement. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3129000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.12890625  0.02978516  0.06054688 ...  0.11523438 -0.07470703
  -0.0267334 ]]","[[ 3.78125    -1.3828125   1.8984375  ...  2.171875    0.8984375
  -0.03015137]]"
" This House has an area of 2398 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. It is located in a preferred area. What is the price of this house?",3118850,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13476562  0.03613281  0.07373047 ...  0.13476562 -0.07421875
  -0.03857422]]","[[ 3.65625    -1.3203125   1.609375   ...  2.875       1.3046875
  -0.35351562]]"
" This House has an area of 3000 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house . The house is unfurnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",3115000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.15234375  0.08691406  0.02539062 ...  0.1171875  -0.05297852
   0.01391602]]",[[4.28125    0.15625    2.328125   ... 2.296875   1.0546875  0.01855469]]
" This House has an area of 3850 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3115000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.1328125   0.05102539  0.05224609 ...  0.12109375 -0.07275391
  -0.02954102]]","[[ 4.125      -0.41015625  1.953125   ...  2.5         0.9609375
   0.07324219]]"
" This House has an area of 3500 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3115000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.14160156  0.04663086  0.05126953 ...  0.13378906 -0.07763672
  -0.02062988]]","[[ 4.09375    -0.296875    2.109375   ...  2.5         0.97265625
   0.13574219]]"
" This House has an area of 8100 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",3087000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.12988281  0.05029297  0.04150391 ...  0.12890625 -0.08056641
  -0.01696777]]","[[ 4.1875     -0.04663086  2.25       ...  2.140625    0.63671875
   0.23046875]]"
" This House has an area of 4960 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. It also comes with a basement. The house is unfurnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",3080000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13085938  0.03417969  0.05761719 ...  0.10839844 -0.06640625
  -0.01586914]]","[[ 3.859375   -1.125       1.984375   ...  2.234375    0.80078125
   0.01202393]]"
" This House has an area of 2160 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house . It also comes with a basement. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3080000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.15429688  0.0612793   0.07519531 ...  0.09375    -0.05737305
  -0.0065918 ]]","[[ 4.09375    -0.77734375  2.203125   ...  2.4375      1.0546875
  -0.24316406]]"
" This House has an area of 3090 sqft. It has 2 bedrooms and 1 bathrooms along with a guest room. It is a 1 storey house on the mainroad. It also comes with a basement. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3080000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.14453125  0.0534668   0.05151367 ...  0.08691406 -0.07958984
  -0.01977539]]","[[ 4.1875     -0.78125     2.03125    ...  2.171875    0.73828125
   0.12158203]]"
" This House has an area of 4500 sqft. It has 2 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like hot water heating,  along with 1 parking slots. What is the price of this house?",3080000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13769531  0.04931641  0.04199219 ...  0.12597656 -0.06494141
  -0.01318359]]",[[4.4375     0.28515625 2.328125   ... 2.078125   0.6796875  0.26953125]]
" This House has an area of 3800 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3045000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.14257812  0.04614258  0.05102539 ...  0.12890625 -0.07177734
  -0.02075195]]","[[ 4.09375    -0.34570312  2.0625     ...  2.40625     0.96484375
   0.14160156]]"
" This House has an area of 3090 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house . The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3010000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.15625     0.07470703  0.06738281 ...  0.10546875 -0.03759766
  -0.01843262]]",[[ 4.125     -0.6328125  1.765625  ...  2.6875     1.359375  -0.3125   ]]
" This House has an area of 3240 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 2 parking slots. What is the price of this house?",3010000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.125       0.06640625  0.0534668  ...  0.11181641 -0.06835938
  -0.01940918]]","[[ 4.34375    -0.0324707   2.296875   ...  2.28125     0.69921875
   0.05566406]]"
" This House has an area of 2835 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3010000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13378906  0.05102539  0.06933594 ...  0.11865234 -0.05444336
  -0.0246582 ]]","[[ 4.03125    -0.78125     1.78125    ...  2.578125    1.25
  -0.20019531]]"
" This House has an area of 4600 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3010000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.14453125  0.04833984  0.05297852 ...  0.13085938 -0.06542969
  -0.02197266]]","[[ 4.15625    -0.22363281  2.125      ...  2.390625    0.82421875
   0.04394531]]"
" This House has an area of 5076 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house . The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3010000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.14648438  0.07275391  0.04443359 ...  0.109375   -0.04760742
  -0.02050781]]","[[ 4.15625    -0.5859375   1.7734375  ...  2.546875    1.3203125
  -0.32421875]]"
" This House has an area of 3750 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3010000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13671875  0.05419922  0.05175781 ...  0.13085938 -0.07519531
  -0.02990723]]","[[ 4.125      -0.33203125  1.9765625  ...  2.546875    0.953125
   0.11621094]]"
" This House has an area of 3630 sqft. It has 4 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 3 parking slots. What is the price of this house?",3010000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.12597656  0.06396484  0.05957031 ...  0.11279297 -0.06152344
  -0.02587891]]","[[ 4.28125    -0.34179688  2.046875   ...  2.40625     0.86328125
   0.04956055]]"
" This House has an area of 8050 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3003000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13574219  0.04223633  0.05200195 ...  0.12011719 -0.07275391
  -0.02148438]]","[[ 4.09375    -0.6328125   2.03125    ...  2.296875    0.98046875
   0.05517578]]"
" This House has an area of 4352 sqft. It has 4 bedrooms and 1 bathrooms . It is a 2 storey house . The house is unfurnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",2975000,"[[-0.00500488 -0.00146484  0.00616455 ...  0.00205994 -0.00157166
  -0.00424194]]","[[ 0.13867188  0.08203125  0.03417969 ...  0.10351562 -0.06347656
  -0.01306152]]","[[ 4.40625    -0.26171875  1.9375     ...  2.328125    0.9921875
  -0.04296875]]"
