prompt,price
" This House has an area of 2145 sqft. It has 3 bedrooms and 1 bathrooms . It is a 3 storey house on the mainroad. The house is furnished and comes with facilities like ,  along with 0 parking slots. It is located in a preferred area. What is the price of this house?",3430000
" This House has an area of 2610 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. It also comes with a basement. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. It is located in a preferred area. What is the price of this house?",3430000
" This House has an area of 1950 sqft. It has 3 bedrooms and 2 bathrooms . It is a 2 storey house on the mainroad. It also comes with a basement. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. It is located in a preferred area. What is the price of this house?",3430000
" This House has an area of 4040 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3423000
" This House has an area of 4785 sqft. It has 3 bedrooms and 1 bathrooms along with a guest room. It is a 2 storey house on the mainroad. It also comes with a basement. The house is furnished and comes with facilities like , air conditioning along with 1 parking slots. What is the price of this house?",3395000
" This House has an area of 3450 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. It also comes with a basement. The house is unfurnished and comes with facilities like ,  along with 2 parking slots. What is the price of this house?",3395000
" This House has an area of 3640 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3395000
" This House has an area of 3500 sqft. It has 4 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is unfurnished and comes with facilities like , air conditioning along with 2 parking slots. What is the price of this house?",3360000
" This House has an area of 4960 sqft. It has 4 bedrooms and 1 bathrooms . It is a 3 storey house . The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3360000
" This House has an area of 4120 sqft. It has 2 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3360000
" This House has an area of 4750 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3360000
" This House has an area of 3720 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house . The house is unfurnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",3360000
" This House has an area of 3750 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3360000
" This House has an area of 3100 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house . It also comes with a basement. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3360000
" This House has an area of 3185 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. It also comes with a basement. The house is furnished and comes with facilities like ,  along with 2 parking slots. What is the price of this house?",3360000
" This House has an area of 2700 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house . The house is furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3353000
" This House has an area of 2145 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. It also comes with a basement. The house is furnished and comes with facilities like ,  along with 0 parking slots. It is located in a preferred area. What is the price of this house?",3332000
" This House has an area of 4040 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",3325000
" This House has an area of 4775 sqft. It has 4 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3325000
" This House has an area of 2500 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house . The house is unfurnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",3290000
" This House has an area of 3180 sqft. It has 4 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. It also comes with a basement. The house is unfurnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",3290000
" This House has an area of 6060 sqft. It has 3 bedrooms and 1 bathrooms along with a guest room. It is a 1 storey house on the mainroad. It also comes with a basement. The house is furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3290000
" This House has an area of 3480 sqft. It has 4 bedrooms and 1 bathrooms . It is a 2 storey house . The house is semi-furnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",3290000
" This House has an area of 3792 sqft. It has 4 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3290000
" This House has an area of 4040 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3290000
" This House has an area of 2145 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. It also comes with a basement. The house is furnished and comes with facilities like ,  along with 0 parking slots. It is located in a preferred area. What is the price of this house?",3290000
" This House has an area of 5880 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",3290000
" This House has an area of 4500 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house . The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3255000
" This House has an area of 3930 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house . The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3255000
" This House has an area of 3640 sqft. It has 4 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. It also comes with a basement. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3234000
" This House has an area of 4370 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3220000
" This House has an area of 2684 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like , air conditioning along with 1 parking slots. What is the price of this house?",3220000
" This House has an area of 4320 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house . The house is unfurnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",3220000
" This House has an area of 3120 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house . The house is furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3220000
" This House has an area of 3450 sqft. It has 1 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3150000
" This House has an area of 3986 sqft. It has 2 bedrooms and 2 bathrooms along with a guest room. It is a 1 storey house . It also comes with a basement. The house is unfurnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",3150000
" This House has an area of 3500 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house . It also comes with a basement. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3150000
" This House has an area of 4095 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 2 parking slots. What is the price of this house?",3150000
" This House has an area of 1650 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house . It also comes with a basement. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3150000
" This House has an area of 3450 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. It also comes with a basement. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3150000
" This House has an area of 6750 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3150000
" This House has an area of 9000 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 2 parking slots. What is the price of this house?",3150000
" This House has an area of 3069 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",3150000
" This House has an area of 4500 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is unfurnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",3143000
" This House has an area of 5495 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. It also comes with a basement. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3129000
" This House has an area of 2398 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. It is located in a preferred area. What is the price of this house?",3118850
" This House has an area of 3000 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house . The house is unfurnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",3115000
" This House has an area of 3850 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3115000
" This House has an area of 3500 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3115000
" This House has an area of 8100 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",3087000
" This House has an area of 4960 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. It also comes with a basement. The house is unfurnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",3080000
" This House has an area of 2160 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house . It also comes with a basement. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3080000
" This House has an area of 3090 sqft. It has 2 bedrooms and 1 bathrooms along with a guest room. It is a 1 storey house on the mainroad. It also comes with a basement. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3080000
" This House has an area of 4500 sqft. It has 2 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like hot water heating,  along with 1 parking slots. What is the price of this house?",3080000
" This House has an area of 3800 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3045000
" This House has an area of 3090 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house . The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3010000
" This House has an area of 3240 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 2 parking slots. What is the price of this house?",3010000
" This House has an area of 2835 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3010000
" This House has an area of 4600 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3010000
" This House has an area of 5076 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house . The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3010000
" This House has an area of 3750 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3010000
" This House has an area of 3630 sqft. It has 4 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 3 parking slots. What is the price of this house?",3010000
" This House has an area of 8050 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",3003000
" This House has an area of 4352 sqft. It has 4 bedrooms and 1 bathrooms . It is a 2 storey house . The house is unfurnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",2975000
" This House has an area of 3000 sqft. It has 2 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2961000
" This House has an area of 5850 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. It also comes with a basement. The house is unfurnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",2940000
" This House has an area of 4960 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2940000
" This House has an area of 3600 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house . The house is unfurnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",2940000
" This House has an area of 3660 sqft. It has 4 bedrooms and 1 bathrooms . It is a 2 storey house . The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2940000
" This House has an area of 3480 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house . The house is semi-furnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",2940000
" This House has an area of 2700 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house . The house is furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2940000
" This House has an area of 3150 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house . The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2940000
" This House has an area of 6615 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2940000
" This House has an area of 3040 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house . The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2870000
" This House has an area of 3630 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2870000
" This House has an area of 6000 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2870000
" This House has an area of 5400 sqft. It has 4 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2870000
" This House has an area of 5200 sqft. It has 4 bedrooms and 1 bathrooms . It is a 3 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2852500
" This House has an area of 3300 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house . The house is semi-furnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",2835000
" This House has an area of 4350 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house . The house is unfurnished and comes with facilities like hot water heating,  along with 1 parking slots. What is the price of this house?",2835000
" This House has an area of 2640 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house . The house is furnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",2835000
" This House has an area of 2650 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. It also comes with a basement. The house is unfurnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",2800000
" This House has an area of 3960 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2800000
" This House has an area of 6800 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2730000
" This House has an area of 4000 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",2730000
" This House has an area of 4000 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2695000
" This House has an area of 3934 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2660000
" This House has an area of 2000 sqft. It has 2 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2660000
" This House has an area of 3630 sqft. It has 3 bedrooms and 3 bathrooms along with a guest room. It is a 2 storey house . The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2660000
" This House has an area of 2800 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2660000
" This House has an area of 2430 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house . The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2660000
" This House has an area of 3480 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",2660000
" This House has an area of 4000 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2660000
" This House has an area of 3185 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",2653000
" This House has an area of 4000 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is unfurnished and comes with facilities like , air conditioning along with 0 parking slots. What is the price of this house?",2653000
" This House has an area of 2910 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house . The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2604000
" This House has an area of 3600 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2590000
" This House has an area of 4400 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2590000
" This House has an area of 3600 sqft. It has 2 bedrooms and 2 bathrooms . It is a 2 storey house on the mainroad. It also comes with a basement. The house is furnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",2590000
" This House has an area of 2880 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house . The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2520000
" This House has an area of 3180 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house . The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2520000
" This House has an area of 3000 sqft. It has 2 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2520000
" This House has an area of 4400 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2485000
" This House has an area of 3000 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house . The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2485000
" This House has an area of 3210 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. It also comes with a basement. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2450000
" This House has an area of 3240 sqft. It has 2 bedrooms and 1 bathrooms along with a guest room. It is a 1 storey house . The house is unfurnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",2450000
" This House has an area of 3000 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",2450000
" This House has an area of 3500 sqft. It has 2 bedrooms and 1 bathrooms along with a guest room. It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2450000
" This House has an area of 4840 sqft. It has 2 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2450000
" This House has an area of 7700 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2450000
" This House has an area of 3635 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house . The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2408000
" This House has an area of 2475 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2380000
" This House has an area of 2787 sqft. It has 4 bedrooms and 2 bathrooms . It is a 2 storey house on the mainroad. The house is furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2380000
" This House has an area of 3264 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2380000
" This House has an area of 3640 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2345000
" This House has an area of 3180 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2310000
" This House has an area of 1836 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house . It also comes with a basement. The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2275000
" This House has an area of 3970 sqft. It has 1 bedrooms and 1 bathrooms . It is a 1 storey house . The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2275000
" This House has an area of 3970 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. It also comes with a basement. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2275000
" This House has an area of 1950 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house . The house is unfurnished and comes with facilities like hot water heating,  along with 0 parking slots. What is the price of this house?",2240000
" This House has an area of 5300 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house . The house is unfurnished and comes with facilities like , air conditioning along with 0 parking slots. It is located in a preferred area. What is the price of this house?",2233000
" This House has an area of 3000 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house . The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2135000
" This House has an area of 2400 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2100000
" This House has an area of 3000 sqft. It has 4 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",2100000
" This House has an area of 3360 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",2100000
" This House has an area of 3420 sqft. It has 5 bedrooms and 1 bathrooms . It is a 2 storey house . The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",1960000
" This House has an area of 1700 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",1890000
" This House has an area of 3649 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",1890000
" This House has an area of 2990 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house . The house is unfurnished and comes with facilities like ,  along with 1 parking slots. What is the price of this house?",1855000
" This House has an area of 3000 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. It also comes with a basement. The house is unfurnished and comes with facilities like ,  along with 2 parking slots. What is the price of this house?",1820000
" This House has an area of 2400 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house . The house is semi-furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",1767150
" This House has an area of 3620 sqft. It has 2 bedrooms and 1 bathrooms . It is a 1 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",1750000
" This House has an area of 2910 sqft. It has 3 bedrooms and 1 bathrooms . It is a 1 storey house . The house is furnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",1750000
" This House has an area of 3850 sqft. It has 3 bedrooms and 1 bathrooms . It is a 2 storey house on the mainroad. The house is unfurnished and comes with facilities like ,  along with 0 parking slots. What is the price of this house?",1750000
